Parameters:
  Sample : 50
  Solvent : <unspecified>
  Comment : 7:27
  Exc_Wavelength : 376.7 nm
  Exc_Bandpass : 1.8 nm
  Exc_Polarisation : 0.0 °
  Exc_Source : PDL 820
  Exc_Intensity : 94 %
  Exc_Attenuation : open (5)
  Det_Wavelength : 496.0 nm
  Det_Bandpass : 9.4 nm
  Det_Polarisation : 54.7 °
  Det_Lens_Position : 7.7 mm
  Det_Attenuation : 10 %
  Det_Filter : 405 LP (5)
  Det_Grating : 1200gr_500bl (1)
  Detector : UV-VIS [HPD]
  Meas_Time : 0.0 s
  Meas_BinWidth : 128000 ps
  Meas_BaseResolution : 250 ps
  Meas_Stop : 10000 counts
  Meas_PeakCounts : 10000 counts
  Sync_Frequency : 3000 Hz
  Sync_Source : PDL 820
  Base Sync Rate : 40.0 MHz
  Number of Bursts : 50 
  Effective Sync Rate : 3.0 kHz
  Signal_Rate : 940 cps
  Start_Date : 12/11/2023
  Start_Time : 10:20:22
  PhotonCounter : TimeHarp 260 N 1031483 0111-0120-01.21
  EasyTau : 3313
  Signal_TrigLevel : -30 mV
  Signal_TrigEdge : false
  Signal_Offset : 0 ps
  Signal_Enable : true
  Sync_TrigLevel : -80 mV
  Sync_TrigEdge : false
  Sync_Offset : 36000 ps
  Sync_SyncDiv : 1 

Data:
Time [ns]	Intensity [Cnts.]
316671.998007223	1
316799.996653572	3
316927.99529992	2
317055.993946269	1
317183.992592618	7
317311.991238967	2
317439.989885315	3
317567.988531664	1
317695.987178013	2
317823.985824361	2
317951.98447071	4
318079.983117059	1
318207.981763408	1
318335.980409756	3
318463.979056105	4
318591.977702454	4
318720.005452633	3
318848.004098982	2
318976.00274533	1
319104.001391679	2
319232.000038028	3
319359.998684376	2
319487.997330725	7
319615.995977074	1
319743.994623423	3
319871.993269771	2
319999.99191612	0
320127.990562469	1
320255.989208817	1
320383.987855166	1
320511.986501515	3
320639.985147864	2
320767.983794212	1
320895.982440561	0
321023.98108691	3
321151.979733258	3
321279.978379607	0
321407.977025956	2
321536.004776135	1
321664.003422484	1
321792.002068833	1
321920.000715181	1
322047.99936153	2
322175.998007879	1
322303.996654227	1
322431.995300576	3
322559.993946925	3
322687.992593274	1
322815.991239622	4
322943.989885971	1
323071.98853232	0
323199.987178668	2
323327.985825017	1
323455.984471366	4
323583.983117714	1
323711.981764063	4
323839.980410412	2
323967.979056761	2
324095.977703109	3
324223.976349458	2
324352.004099637	2
324480.002745986	0
324608.001392335	1
324736.000038683	1
324863.998685032	3
324991.997331381	3
325119.99597773	3
325247.994624078	1
325375.993270427	2
325503.991916776	3
325631.990563124	2
325759.989209473	3
325887.987855822	2
326015.986502171	1
326143.985148519	2
326271.983794868	3
326399.982441217	0
326527.981087565	3
326655.979733914	2
326783.978380263	0
326911.977026612	0
327040.004776791	1
327168.003423139	3
327296.002069488	1
327424.000715837	1
327551.999362186	2
327679.998008534	1
327807.996654883	2
327935.995301232	1
328063.99394758	1
328191.992593929	1
328319.991240278	1
328447.989886627	1
328575.988532975	1
328703.987179324	2
328831.985825673	6
328959.984472021	4
329087.98311837	2
329215.981764719	3
329343.980411068	0
329471.979057416	2
329599.977703765	0
329727.976350114	3
329856.004100293	0
329984.002746642	3
330112.00139299	4
330240.000039339	3
330367.998685688	0
330495.997332036	0
330623.995978385	3
330751.994624734	1
330879.993271083	3
331007.991917431	3
331135.99056378	3
331263.989210129	2
331391.987856478	3
331519.986502826	1
331647.985149175	2
331775.983795524	2
331903.982441872	2
332031.981088221	6
332159.97973457	1
332287.978380919	3
332415.977027267	1
332544.004777446	0
332672.003423795	1
332800.002070144	2
332928.000716493	0
333055.999362841	1
333183.99800919	3
333311.996655539	1
